StimeSec,isrushhour,isnight,SLONCOL,SLATCOL,ELONCOL,ELATCOL,dtdis,distance,interval
36692,0,0,80,39,77,35,5.0,2977.8403661888324,788
37540,0,0,78,36,72,45,10.816653826391969,7844.868442431687,1010
38558,0,0,72,46,87,42,15.524174696260024,11546.92425896203,1460
40030,0,0,87,42,90,46,5.0,3778.6024052549055,705
40747,0,0,90,46,91,44,2.23606797749979,9644.156316253182,3335
58655,0,0,93,49,81,36,17.69180601295413,11002.697628030402,1662
60332,0,0,81,36,74,36,7.0,3774.557359522175,691
61083,0,0,73,36,76,34,3.605551275463989,4669.793740298799,1148
62246,0,0,76,34,74,31,3.605551275463989,2901.1174261839574,572
63380,0,0,75,35,76,56,21.02379604162864,15436.725896749089,1578
64970,1,0,76,56,76,35,21.0,13294.574744018966,1952
66937,1,0,76,35,73,33,3.605551275463989,2178.27217312311,613
68411,1,0,74,35,65,39,9.848857801796104,9464.62560795179,1991
71382,1,0,63,42,65,43,2.23606797749979,1025.2178640090256,282
71679,1,0,65,43,67,45,2.8284271247461903,1691.9299450151543,268
71962,1,0,67,45,64,41,5.0,3183.984139305011,635
72612,0,0,64,41,72,40,8.06225774829855,3932.551508887502,547
75362,0,0,74,41,56,54,22.20360331117452,22752.720994265404,3067
79962,0,0,57,45,57,49,4.0,3058.877975098353,1013
81032,0,0,57,49,79,36,25.553864678361276,15696.118820664076,2516
84576,0,1,77,38,72,34,6.4031242374328485,4625.36457574665,1363
30094,1,0,35,44,35,47,3.0,1938.088622961016,363
37822,0,0,46,51,53,50,7.0710678118654755,6812.74666893037,2162
40024,0,0,53,50,57,48,4.47213595499958,2565.5859031179293,602
46312,0,0,58,43,62,50,8.06225774829855,6438.014357121468,1000
48236,0,0,64,44,56,37,10.63014581273465,10447.923048669372,2640
51689,0,0,57,36,20,39,37.12142238654117,48650.092678125446,7006
67323,1,0,21,36,25,31,6.4031242374328485,7081.89954317113,1520
68885,1,0,25,31,34,50,21.02379604162864,17075.131346232905,2327
71249,1,0,33,51,36,52,3.1622776601683795,1755.471710922136,563
75818,0,0,21,36,16,48,13.0,16205.3001638094,2865
1009,0,1,64,16,68,21,6.4031242374328485,5601.303211974335,1447
20680,0,1,76,38,54,21,27.80287754891569,19049.63089269857,2761
25491,1,0,39,13,35,16,5.0,4420.305209236546,779
37025,0,0,30,27,35,16,12.083045973594572,9378.334505140068,1238
38278,0,0,35,16,39,19,5.0,3075.401116775208,625
38918,0,0,39,19,70,21,31.064449134018133,18712.235852554997,2422
41355,0,0,70,21,72,22,2.23606797749979,1738.8452010305275,438
41808,0,0,72,22,60,23,12.041594578792296,12281.562202091338,4108
45931,0,0,60,23,61,18,5.0990195135927845,5008.232287500356,511
46448,0,0,61,18,62,16,2.23606797749979,5399.583147779837,1409
47872,0,0,62,16,75,22,14.317821063276353,8734.761301410359,1289
49176,0,0,75,22,66,20,9.219544457292887,6870.2139198853965,1157
50348,0,0,66,20,45,20,21.0,13895.06770957121,1575
51938,0,0,45,20,41,30,10.770329614269007,14649.28124401312,1779
53732,0,0,41,30,34,18,13.892443989449804,9944.445639263711,1910
56534,0,0,56,20,57,22,2.23606797749979,2391.467813991314,569
57628,0,0,61,20,70,25,10.295630140987,7206.474361740114,1110
70503,1,0,72,27,77,29,5.385164807134504,4094.460565966576,1032
71550,1,0,77,29,75,20,9.219544457292887,5527.101821940433,805
72371,0,0,75,20,74,29,9.055385138137417,9142.516840026005,927
73313,0,0,74,29,69,24,7.0710678118654755,4853.007584680796,533
73853,0,0,69,24,79,22,10.198039027185569,8078.6281261476415,1902
75770,0,0,79,22,76,27,5.830951894845301,6431.219400058196,1253
78098,0,0,70,30,58,40,15.620499351813308,13405.648345884169,1777
80607,0,0,56,38,55,43,5.0990195135927845,3230.8709196419886,781
81403,0,0,55,43,57,49,6.324555320336759,5753.062562120422,763
82181,0,0,57,49,57,45,4.0,5034.14002582909,1101
83297,0,1,57,45,52,44,5.0990195135927845,3110.6578640250477,736
84048,0,1,52,44,43,56,15.0,9322.446482509866,578
2352,0,1,23,28,18,38,11.180339887498949,6273.210512987871,842
3234,0,1,18,38,14,51,13.601470508735444,8820.833507489233,1051
36452,0,0,49,53,36,52,13.038404810405298,6367.497520835612,1526
43267,0,0,28,30,30,28,2.8284271247461903,1627.9883654540847,364
68173,1,0,25,33,14,47,17.804493814764857,14271.81020807741,4205
72502,0,0,15,51,15,49,2.0,13130.881276793463,2728
78128,0,0,30,25,31,29,4.123105625617661,4940.349046990647,1196
79404,0,0,32,28,29,27,3.1622776601683795,3618.699586841694,796
80240,0,0,29,27,11,50,29.206163733020468,15155.929074527285,1850
82207,0,0,11,51,22,36,18.601075237738275,10112.113089344724,1002
22998,0,0,75,35,77,37,2.8284271247461903,1455.587006478333,436
27150,1,0,65,17,62,20,4.242640687119285,5853.914874125723,1272
45930,0,0,75,21,79,24,5.0,3438.916466686309,480
46438,0,0,79,24,59,18,20.8806130178211,11386.659188896332,1009
61291,0,0,74,19,75,21,2.23606797749979,10856.423748065938,1526
65371,1,0,12,40,78,29,66.91038783328041,58481.21519422864,5685
71671,1,0,79,23,76,29,6.708203932499369,8010.430476629631,951
72631,0,0,76,29,76,25,4.0,9568.866977943611,1121
73771,0,0,77,25,81,23,4.47213595499958,5427.549183004998,1193
74971,0,0,81,23,89,25,8.246211251235321,10938.623231610183,1320
76471,0,0,89,25,71,35,20.591260281974,27667.240949804407,1679
85591,0,1,40,31,43,30,3.1622776601683795,2945.5766274927173,531
122,0,1,17,38,34,47,19.235384061671343,9717.323970323469,2712
36593,0,0,35,43,30,26,17.72004514666935,11098.705761719242,1867
50629,0,0,20,29,14,51,22.80350850198276,24130.29062389556,6722
65562,1,0,25,26,23,28,2.8284271247461903,16617.552457242247,5197
30403,1,0,26,26,30,27,4.123105625617661,3041.5859430868995,1000
32083,1,0,34,30,31,25,5.830951894845301,6784.438833768986,1440
33651,0,0,32,25,24,31,10.0,8516.3964269335,1882
36941,0,0,22,31,31,27,9.848857801796104,7119.592642764807,1240
39663,0,0,26,28,24,32,4.47213595499958,3115.07509430103,720
40423,0,0,24,32,25,34,2.23606797749979,20645.879056304013,2442
45708,0,0,28,23,22,29,8.48528137423857,4924.636727503421,922
53965,0,0,21,38,25,34,5.656854249492381,2794.675928269376,522
54569,0,0,25,33,32,26,9.899494936611665,8932.51044811744,1560
59171,0,0,31,29,32,30,1.4142135623730951,4926.987099272304,1120
66184,1,0,32,27,30,29,2.8284271247461903,1974.077738302415,400
70568,1,0,26,30,33,32,7.280109889280518,4575.283036573476,1320
75410,0,0,21,27,22,30,3.1622776601683795,4863.627247825177,1480
80140,0,0,22,31,46,53,32.55764119219941,20615.54802018946,2937
30063,1,0,63,19,59,18,4.123105625617661,6703.02641164672,2170
32238,1,0,59,18,64,16,5.385164807134504,4129.410289457023,1293
33548,0,0,64,15,57,17,7.280109889280518,4584.378146890791,1236
36068,0,0,53,20,58,18,5.385164807134504,6590.548762791721,1712
37795,0,0,58,18,79,29,23.706539182259394,18558.67416043199,2003
39804,0,0,79,29,78,28,1.4142135623730951,3467.314602118035,677
40482,0,0,78,28,77,23,5.0990195135927845,2886.1647071458647,630
41118,0,0,77,23,75,21,2.8284271247461903,1553.9553935833942,309
41440,0,0,75,21,68,21,7.0,4369.023082228139,628
42087,0,0,68,21,56,37,20.0,18662.937419613783,1549
43647,0,0,56,37,59,22,15.297058540778355,10451.59036766221,2920
49722,0,0,61,20,56,22,5.385164807134504,4693.036149029113,1338
51064,0,0,56,22,43,20,13.152946437965905,7939.672692541465,1194
53055,0,0,49,18,53,19,4.123105625617661,2571.164164732967,353
53420,0,0,53,19,59,25,8.48528137423857,6193.321488894061,996
54684,0,0,57,25,62,20,7.0710678118654755,5280.8257858185125,719
55423,0,0,62,20,67,19,5.0990195135927845,3159.575226713911,488
57558,0,0,68,22,70,27,5.385164807134504,3742.033357379658,703
58273,0,0,70,27,63,17,12.206555615733702,8734.741029024282,1331
59610,0,0,63,17,46,26,19.235384061671343,12806.959805326514,1373
61000,0,0,47,26,62,20,16.15549442140351,14019.744422981314,1650
62650,0,0,62,20,61,27,7.0710678118654755,6091.461006976108,1415
64080,0,0,61,27,45,21,17.08800749063506,10798.474470960891,1312
65410,1,0,45,21,55,18,10.44030650891055,6754.5828133395125,1295
66722,1,0,55,18,65,16,10.198039027185569,6422.199288755848,1435
68173,1,0,65,16,62,18,3.605551275463989,3728.087955641352,1290
73596,0,0,61,18,76,24,16.15549442140351,10918.26314416032,2702
76302,0,0,76,24,73,21,4.242640687119285,5350.30322193022,976
77297,0,0,73,21,56,43,27.80287754891569,17857.968848610108,2587
79888,0,0,56,43,70,21,26.076809620810597,15707.986890437329,1722
81612,0,0,70,21,63,28,9.899494936611665,7014.430189148977,877
82505,0,0,63,28,57,27,6.082762530298219,3765.293887503335,817
83328,0,1,57,27,60,18,9.486832980505138,6008.239733367624,1046
84786,0,1,59,21,77,25,18.439088914585774,11119.645373216174,1151
827,0,1,50,18,41,29,14.212670403551895,19919.834626284763,3222
4066,0,1,41,29,43,22,7.280109889280518,5536.136235780019,1253
25853,1,0,57,34,62,15,19.6468827043885,11400.600469473466,1565
28853,1,0,40,13,75,20,35.6931365951495,35878.7401550078,2997
50993,0,0,73,22,74,19,3.1622776601683795,3693.462849254608,871
51893,0,0,74,19,56,37,25.45584412271571,34081.91396776417,3621
57233,0,0,59,19,68,21,9.219544457292887,6167.180790599447,1022
65334,1,0,73,26,70,21,5.830951894845301,6138.739969140892,1184
66534,1,0,70,21,69,26,5.0990195135927845,4279.750943167212,1486
68033,1,0,69,26,82,25,13.038404810405298,13488.888227886384,2773
75413,0,0,70,21,96,24,26.1725046566048,89334.72746199711,4381
2239,0,1,97,52,115,59,19.313207915827967,10709.630092171048,2878
21900,0,0,96,38,94,41,3.605551275463989,5129.752400719391,946
22855,0,0,94,41,75,35,19.924858845171276,16140.465028505072,2663
25791,1,0,76,36,89,42,14.317821063276353,17990.98801173226,3470
29273,1,0,89,43,96,48,8.602325267042627,4866.782852944012,1244
30529,1,0,96,48,96,52,4.0,2056.567611382844,394
33513,0,0,96,52,97,42,10.04987562112089,7099.225941615468,1244
34770,0,0,97,42,100,53,11.40175425099138,9281.489340016922,2015
41091,0,0,92,45,100,61,17.88854381999832,10169.726626830889,1458
42564,0,0,100,61,96,57,5.656854249492381,3166.634198887797,438
54703,0,0,95,56,93,51,5.385164807134504,5304.024084600473,854
55569,0,0,93,51,77,42,18.35755975068582,13727.402953887118,1887
57464,0,0,77,42,89,43,12.041594578792296,7326.280440089245,835
58311,0,0,89,43,92,45,3.605551275463989,2402.344689788846,621
58944,0,0,92,45,107,41,15.524174696260024,20913.58464240267,4003
62962,0,0,107,41,89,43,18.110770276274835,11896.98986894365,2325
65299,1,0,89,43,97,52,12.041594578792296,9211.696507588733,2996
78336,0,0,91,45,88,42,4.242640687119285,4436.229836874495,1301
79649,0,0,88,42,96,41,8.06225774829855,5652.642648339807,1642
83636,0,1,91,45,93,45,2.0,2513.2990612366334,698
692,0,1,76,35,82,38,6.708203932499369,7654.989956204005,1838
2567,0,1,82,38,66,46,17.88854381999832,10560.45864752885,1706
4289,0,1,66,46,60,37,10.816653826391969,8927.587784735511,2295
27390,1,0,59,46,60,45,1.4142135623730951,2490.5265202171468,714
28105,1,0,60,45,56,37,8.94427190999916,5913.121800698965,949
29098,1,0,56,37,43,56,23.021728866442675,14440.8453234299,2410
31509,1,0,43,56,55,44,16.97056274847714,9431.400800598472,2786
34327,0,0,55,44,53,46,2.8284271247461903,2048.377767991393,457
38092,0,0,60,44,55,43,5.0990195135927845,23902.237390378148,3817
41912,0,0,55,43,83,45,28.071337695236398,17299.001318724706,1699
43624,0,0,83,45,82,36,9.055385138137417,9127.705885475178,1491
45117,0,0,82,36,58,44,25.298221281347036,16426.428236234635,2540
54682,0,0,56,47,54,49,2.8284271247461903,2121.2113968634985,658
55353,0,0,54,49,56,47,2.8284271247461903,2173.568344773729,506
55878,0,0,56,47,56,51,4.0,2204.892319901355,644
67423,1,0,54,42,60,44,6.324555320336759,4330.732621201357,1083
71388,1,0,56,40,31,73,41.400483088968905,30957.230216117525,3121
74519,0,0,31,73,28,25,48.093658625644196,29481.932324156303,2801
77360,0,0,28,25,32,26,4.123105625617661,6206.479589627375,1596
78960,0,0,32,26,63,47,37.44329045369811,33271.12811700899,2461
81935,0,0,63,45,60,34,11.40175425099138,7227.041744929651,1143
83085,0,1,60,34,51,53,21.02379604162864,15297.059844234846,2387
48554,0,0,36,18,32,7,11.704699910719626,12410.288829287323,993
62693,0,0,36,18,37,18,1.0,2917.139162562773,778
63500,0,0,39,16,67,21,28.442925306655784,19845.507176684783,3180
68868,1,0,48,21,79,28,31.78049716414141,33116.2316438238,3628
72528,0,0,84,35,63,20,25.80697580112788,16082.75480551429,1801
7812,0,1,66,20,70,20,4.0,3741.593234142241,896
8901,0,1,75,21,75,24,3.0,18122.036535314604,4004
26885,1,0,62,19,59,16,4.242640687119285,3640.061697239274,810
27834,1,0,58,17,42,17,16.0,10534.544992944137,2000
30028,1,0,37,16,75,20,38.2099463490856,22055.33141719036,2202
33215,0,0,75,20,60,19,15.033296378372908,10449.41720899252,1854
35695,0,0,62,20,71,21,9.055385138137417,4559.874048597949,550
37991,0,0,73,21,69,21,4.0,2970.294104743199,444
38599,0,0,69,22,60,19,9.486832980505138,6697.220895065456,2213
40921,0,0,61,19,61,14,5.0,3879.4728022388954,937
42001,0,0,61,13,83,36,31.827660925679098,21535.55217222752,2404
46851,0,0,72,25,64,24,8.06225774829855,4717.033921403355,461
49317,0,0,39,29,35,12,17.46424919657298,12104.22907585038,1891
51416,0,0,36,12,34,14,2.8284271247461903,1684.0075041389498,430
52907,0,0,34,10,34,12,2.0,1456.026473038106,371
55715,0,0,73,21,70,22,3.1622776601683795,1694.9279402957552,418
56282,0,0,70,23,61,19,9.848857801796104,6696.5160588230265,1303
58226,0,0,66,22,81,36,20.518284528683193,15203.678421121396,2167
60594,0,0,80,38,76,28,10.770329614269007,7950.819302621848,1128
62997,0,0,84,26,67,19,18.384776310850235,9942.168197298855,1871
69423,1,0,58,21,61,20,3.1622776601683795,5521.641056544248,1029
70588,1,0,61,20,58,27,7.615773105863909,4622.726272811233,1103
71832,1,0,58,27,67,21,10.816653826391969,7627.372201835025,1190
74818,0,0,74,19,75,22,3.1622776601683795,2355.9482456244027,590
75505,0,0,76,22,56,17,20.615528128088304,12701.80550702412,1631
77305,0,0,56,18,43,18,13.0,9158.061624242664,933
78364,0,0,43,19,34,47,29.410882339705484,16530.002770259936,1661
30082,1,0,64,27,71,21,9.219544457292887,6579.698306644855,1017
31272,1,0,73,21,70,22,3.1622776601683795,2149.1819059658465,579
32215,1,0,69,23,61,16,10.63014581273465,8674.91610418619,1303
33656,0,0,60,16,60,24,8.0,3893.690639182708,1014
34868,0,0,61,26,53,20,10.0,5781.53080646218,895
36900,0,0,59,18,56,19,3.1622776601683795,1752.174372809589,445
37485,0,0,56,20,62,25,7.810249675906654,4339.522306338168,767
39203,0,0,76,28,63,23,13.92838827718412,8370.30994632995,1876
44640,0,0,74,31,75,19,12.041594578792296,6498.193840576758,940
47166,0,0,37,16,72,23,35.6931365951495,18835.42078342353,2592
49944,0,0,72,24,60,18,13.416407864998739,12551.324138982098,1705
52598,0,0,62,15,37,12,25.179356624028344,16620.66871594489,1731
54504,0,0,37,10,32,23,13.92838827718412,8220.37237370147,1065
57026,0,0,33,17,136,40,105.53672346628922,56427.202973486514,4694
61890,0,0,136,42,75,20,64.8459713474939,33398.10074161893,3542
71852,1,0,75,27,75,29,2.0,1630.5265658759013,485
72431,0,0,75,29,68,28,7.0710678118654755,8446.969067797938,1174
73764,0,0,68,28,60,23,9.433981132056603,9110.007658984572,1859
75734,0,0,59,23,31,24,28.0178514522438,15293.32963700794,1244
77102,0,0,30,25,43,20,13.92838827718412,10496.74716217104,1705
78877,0,0,43,20,76,21,33.015148038438355,17739.36565196641,1805
80852,0,0,76,22,72,20,4.47213595499958,2618.495962702038,601
2468,0,1,58,40,89,43,31.144823004794873,23498.562413383304,2607
5243,0,1,92,45,67,24,32.64965543462902,17432.339684493105,1421
24811,0,0,29,28,64,17,36.68787265568828,23082.781910226167,3199
28191,1,0,65,16,55,21,11.180339887498949,8360.727318950783,2299
30585,1,0,54,21,60,20,6.082762530298219,4373.780056267592,869
31577,1,0,62,20,60,18,2.8284271247461903,6070.760067308847,2057
34576,0,0,64,15,72,20,9.433981132056603,5673.944941511124,1313
37836,0,0,75,21,57,21,18.0,8730.179068774405,1412
39389,0,0,54,20,63,20,9.0,5965.031350145216,793
40286,0,0,62,20,62,41,21.0,15346.995060883391,2272
42759,0,0,63,42,67,24,18.439088914585774,11345.787726416103,1479
44807,0,0,68,23,63,18,7.0710678118654755,5029.150635962927,1200
53230,0,0,74,19,73,26,7.0710678118654755,4173.402201976699,716
56808,0,0,85,26,47,20,38.47076812334269,27281.22376171294,5028
62019,0,0,47,20,48,20,1.0,5911.652987499763,1082
64747,0,0,35,18,35,20,2.0,6404.467373567197,2075
67762,1,0,37,29,34,23,6.708203932499369,5929.5847374729565,1485
69960,1,0,32,19,31,15,4.123105625617661,2090.2391030339168,587
70710,1,0,32,16,77,23,45.5411901469428,24052.48943818334,3342
75374,0,0,74,20,58,17,16.278820596099706,10496.206836144504,1387
78038,0,0,58,18,63,16,5.385164807134504,3236.459822158272,513
78720,0,0,64,15,59,16,5.0990195135927845,2537.0909366569226,458
81238,0,0,57,36,58,41,5.0990195135927845,3229.089852731287,753
82103,0,0,58,41,62,46,6.4031242374328485,6525.080093338763,1371
83611,0,1,63,45,61,41,4.47213595499958,3361.086781578103,813
84526,0,1,60,41,58,38,3.605551275463989,2490.1944321660303,434
12,0,1,26,30,31,27,5.830951894845301,15243.202468284191,2370
2434,0,1,31,27,25,31,7.211102550927978,4565.46335803576,788
3232,0,1,25,31,29,25,7.211102550927978,4107.970105807676,409
4841,0,1,23,31,24,24,7.0710678118654755,4025.1941016390856,480
6911,0,1,26,23,29,30,7.615773105863909,5083.295857861854,780
21968,0,0,27,27,28,29,2.23606797749979,3868.119068997942,963
22950,0,0,28,29,12,40,19.4164878389476,24292.808528040317,3761
26738,1,0,12,40,26,32,16.1245154965971,9287.546591858498,1533
28281,1,0,26,32,35,31,9.055385138137417,6614.865152416598,950
29239,1,0,35,31,10,64,41.400483088968905,24316.506973521133,5061
34305,0,0,10,64,16,61,6.708203932499369,4017.597003391817,895
35216,0,0,16,61,6,52,13.45362404707371,17497.608400441386,2474
37703,0,0,6,52,28,26,34.058772731852805,20632.348964908488,4378
42085,0,0,28,26,28,31,5.0,3388.905568766424,658
42769,0,0,29,32,34,48,16.76305461424021,15476.044151593764,4352
47136,0,0,34,49,25,31,20.12461179749811,16222.493550438754,2805
49964,0,0,26,31,32,30,6.082762530298219,4014.5786899047007,907
50918,0,0,32,30,29,28,3.605551275463989,2447.9599641689824,763
51700,0,0,29,28,32,26,3.605551275463989,2451.2632170922566,611
52340,0,0,32,26,26,25,6.082762530298219,3733.101972195836,1080
53436,0,0,26,25,22,37,12.649110640673518,11179.276045044831,1754
55196,0,0,22,37,29,26,13.038404810405298,10458.566962838524,1944
57151,0,0,29,26,25,31,6.4031242374328485,4220.747045128919,559
57734,0,0,25,31,30,28,5.830951894845301,3576.756553586401,846
58587,0,0,30,28,27,30,3.605551275463989,3351.5659152934813,713
59330,0,0,26,30,17,37,11.40175425099138,8640.06596603947,1381
60741,0,0,18,37,13,64,27.459060435491963,22981.069635683245,6659
67421,1,0,13,64,25,31,35.11409973215888,29779.737968190355,3789
71234,1,0,25,31,21,31,4.0,6026.350735298432,1476
73489,0,0,21,30,62,39,41.97618372363071,49328.94966351084,4711
78761,0,0,63,38,61,39,2.23606797749979,1383.8828176151098,369
79941,0,0,59,43,51,51,11.313708498984761,8343.124353198667,1062
81010,0,0,51,51,31,24,33.60059523282288,35676.749874811,2589
473,0,1,76,36,72,38,4.47213595499958,2718.047934236069,690
1164,0,1,72,38,56,50,20.0,14375.072957036478,1709
2879,0,1,56,50,54,51,2.23606797749979,2352.399459198894,504
3385,0,1,54,51,56,50,2.23606797749979,1956.9235810093735,448
3853,0,1,56,50,62,41,10.816653826391969,11531.94041252077,2949
22564,0,0,59,58,58,37,21.02379604162864,21250.89775000743,1787
24682,0,0,58,37,83,36,25.019992006393608,15882.883395357943,3000
31734,1,0,76,42,56,50,21.540659228538015,13761.181963942938,3627
35389,0,0,56,50,83,37,29.966648127543394,24588.056339276583,3422
38819,0,0,83,37,78,36,5.0990195135927845,3573.9684436276298,712
39552,0,0,78,36,74,34,4.47213595499958,4919.275263327618,1689
43588,0,0,74,34,78,38,5.656854249492381,29808.30551637876,5602
49220,0,0,78,38,58,45,21.18962010041709,21948.405565115776,4621
53858,0,0,58,45,59,45,1.0,1182.0516643418823,253
62876,0,0,63,44,62,37,7.0710678118654755,4531.324760204289,1085
63973,0,0,62,37,57,37,5.0,4289.841187997521,918
66060,1,0,58,37,54,42,6.4031242374328485,5548.754745624056,1413
67494,1,0,54,43,64,46,10.44030650891055,7504.87997205093,1896
69407,1,0,64,47,56,47,8.0,18665.431876003844,3704
73119,0,0,56,47,59,45,3.605551275463989,1801.46050224661,412
73548,0,0,59,45,60,47,2.23606797749979,1899.5957640135568,313
73876,0,0,60,47,65,46,5.0990195135927845,7175.277028069507,1125
75014,0,0,65,45,66,53,8.06225774829855,6274.546611700209,1127
76152,0,0,66,53,51,46,16.55294535724685,10604.917946658094,1729
77892,0,0,51,46,64,51,13.92838827718412,10202.471922158056,1458
79353,0,0,64,51,64,43,8.0,5896.763225554499,837
80197,0,0,64,43,79,36,16.55294535724685,11732.737647197742,1703
81916,0,0,79,36,83,40,5.656854249492381,3144.1675929460816,644
84648,0,1,76,42,78,37,5.385164807134504,5594.93770165832,612
29745,1,0,99,63,93,57,8.48528137423857,8201.293685810337,1778
35985,0,0,97,62,100,64,3.605551275463989,2357.6089159531894,691
36720,0,0,100,63,108,65,8.246211251235321,6216.923948856257,976
37737,0,0,108,65,97,63,11.180339887498949,6099.31219036337,1565
39305,0,0,97,63,98,62,1.4142135623730951,16213.62205824168,2850
48198,0,0,107,64,106,61,3.1622776601683795,5119.117088763893,1363
49599,0,0,106,61,106,63,2.0,1717.5491534938303,554
52511,0,0,104,63,107,67,5.0,4513.440042424581,1031
53581,0,0,108,67,103,62,7.0710678118654755,4305.387119673577,981
54610,0,0,104,62,107,63,3.1622776601683795,9937.647110928036,2309
57553,0,0,106,63,102,66,5.0,3137.2162893997697,985
5548,0,1,74,33,92,46,22.20360331117452,11768.632015592242,1296
27827,1,0,79,36,56,37,23.021728866442675,15977.114540124832,3588
31521,1,0,57,36,56,38,2.23606797749979,3711.6007194500976,1268
33518,0,0,58,37,59,48,11.045361017187261,5698.137214220596,1233
35985,0,0,58,51,58,43,8.0,11636.552372507183,3723
40596,0,0,59,50,58,41,9.055385138137417,5745.854950110614,1114
41750,0,0,58,41,64,46,7.810249675906654,4921.827512178042,1671
45125,0,0,62,35,58,40,6.4031242374328485,8597.922330137733,2155
50264,0,0,64,39,63,44,5.0990195135927845,3819.196739768584,1187
52994,0,0,62,38,58,46,8.94427190999916,5769.55433060877,1324
54369,0,0,58,46,63,40,7.810249675906654,4576.545220896687,1225
55628,0,0,64,40,68,45,6.4031242374328485,8010.474813054649,1196
56851,0,0,68,44,73,36,9.433981132056603,5437.743898935421,1113
57979,0,0,73,36,71,40,4.47213595499958,12243.52640594268,2350
60361,0,0,71,40,83,38,12.165525060596439,6513.236874662254,1897
62287,0,0,83,37,90,42,8.602325267042627,9680.966336202582,1704
64654,0,0,90,45,76,38,15.652475842498529,8484.336107609482,1037
69435,1,0,79,34,80,38,4.123105625617661,1990.2231095036868,700
70155,1,0,80,38,75,40,5.385164807134504,6871.14606468378,1494
71698,1,0,75,40,80,37,5.830951894845301,8787.506227292115,2083
74917,0,0,76,39,88,43,12.649110640673518,13263.315869367234,2591
83001,0,1,75,46,98,56,25.079872407968907,25398.86739327389,3032
2090,0,1,66,41,60,43,6.324555320336759,14177.067635021074,4693
12938,0,1,55,48,54,43,5.0990195135927845,2737.589905499301,692
27937,1,0,57,48,56,37,11.045361017187261,9835.345410965969,2127
30202,1,0,57,37,57,50,13.0,7408.177513847662,1534
31767,1,0,57,50,63,48,6.324555320336759,4611.0003221919405,1161
36648,0,0,54,47,52,46,2.23606797749979,2377.0326520152557,747
46009,0,0,54,46,58,48,4.47213595499958,2407.1205648960718,776
53769,0,0,56,50,59,57,7.615773105863909,9940.437669412644,3182
56998,0,0,59,57,58,54,3.1622776601683795,2754.7762647227737,804
57856,0,0,58,53,59,50,3.1622776601683795,10351.60790978208,3094
61851,0,0,52,52,47,51,5.0990195135927845,5628.882318019267,1632
63486,0,0,47,51,59,50,12.041594578792296,7713.141523654798,2218
73134,0,0,60,45,57,47,3.605551275463989,2524.3301307881407,516
73657,0,0,57,47,55,46,2.23606797749979,2492.2943112865564,704
74378,0,0,54,47,53,45,2.23606797749979,1881.9771856667091,493
74876,0,0,53,45,57,47,4.47213595499958,3193.7817407985344,742
75626,0,0,58,47,51,51,8.06225774829855,6342.386593654624,1030
76676,0,0,51,51,53,50,2.23606797749979,7389.533453746057,2092
78787,0,0,53,50,55,49,2.23606797749979,2439.057134461593,505
79293,0,0,55,49,54,45,4.123105625617661,3312.606585509978,727
80028,0,0,54,45,56,46,2.23606797749979,3481.4676622190705,735
80783,0,0,56,46,56,51,5.0,5503.299004765104,1521
82321,0,0,56,51,56,43,8.0,5291.017807648223,1510
7,0,1,76,23,81,24,5.0990195135927845,3935.3247914500894,658
4077,0,1,74,31,74,37,6.0,8183.994453816581,1695
19160,0,1,12,40,40,28,30.463092423455635,20295.64241170872,1903
21073,0,1,40,28,56,37,18.35755975068582,11311.158086884025,1754
24345,0,0,68,25,67,23,2.23606797749979,19508.586747125373,6319
32002,1,0,70,23,70,20,3.0,2088.3898291574724,654
40971,0,0,73,28,71,20,8.246211251235321,6705.295366693889,926
42424,0,0,64,22,39,17,25.495097567963924,25584.28795994096,2440
44874,0,0,39,17,58,40,29.832867780352597,22576.834553774373,4020
50074,0,0,68,25,68,20,5.0,4720.447251462365,1354
53005,0,0,71,25,71,26,1.0,3519.912719771314,571
53586,0,0,71,26,72,25,1.4142135623730951,2285.5483281312386,800
54396,0,0,72,25,72,22,3.0,1615.670071813338,368
55628,0,0,72,21,69,21,3.0,1510.4615645997037,439
56114,0,0,69,21,74,34,13.92838827718412,14464.250770909666,1895
58019,0,0,74,34,73,31,3.1622776601683795,3873.527189500752,771
58800,0,0,73,31,74,20,11.045361017187261,6610.256746097834,1821
60691,0,0,74,19,76,23,4.47213595499958,3644.5631637477336,1037
61738,0,0,76,23,73,28,5.830951894845301,5319.185082948591,1004
62753,0,0,73,28,76,29,3.1622776601683795,2675.798540155975,349
63111,0,0,76,29,76,26,3.0,3217.32673276418,531
63652,0,0,76,26,78,28,2.8284271247461903,2078.908045762624,441
64103,0,0,78,28,89,25,11.40175425099138,8476.470264197065,919
66074,1,0,79,23,76,22,3.1622776601683795,1843.296416882431,442
66521,1,0,76,22,88,25,12.36931687685298,8334.216693706201,1498
1003,0,1,59,49,59,44,5.0,3292.248300531769,984
25527,1,0,53,45,53,51,6.0,3979.066091012538,700
26243,1,0,53,51,56,37,14.317821063276353,8243.466386620234,2429
28778,1,0,56,37,54,45,8.246211251235321,5259.289448288164,1004
29797,1,0,54,45,58,49,5.656854249492381,3909.985926917632,933
30745,1,0,58,49,52,64,16.15549442140351,13672.283359156894,3053
33814,0,0,52,64,53,66,2.23606797749979,3979.2202650950576,858
34719,0,0,53,66,56,50,16.278820596099706,9834.313237005075,1507
