StimeSec,isrushhour,isnight,SLONCOL,SLATCOL,ELONCOL,ELATCOL,dtdis,distance,interval
57362,0,0,78,23,76,24,2.23606797749979,2964.624121536528,925
58297,0,0,76,24,73,27,4.242640687119285,3321.076341549394,839
60232,0,0,71,25,61,17,12.806248474865697,9340.174386090735,1123
61437,0,0,61,17,64,17,3.0,2166.3396238454434,557
64052,0,0,55,17,63,17,8.0,4462.026271068573,1352
74845,0,0,57,26,58,24,2.23606797749979,2370.3513928202105,594
75478,0,0,58,24,54,23,4.123105625617661,3644.686621173068,786
76270,0,0,54,23,75,25,21.095023109728988,13658.509889972707,1672
77944,0,0,75,25,59,23,16.1245154965971,18385.136628357104,2756
81717,0,0,64,20,60,25,6.4031242374328485,4457.206645929819,702
83497,0,1,62,17,82,38,29.0,18522.180792985764,2137
45269,0,0,60,33,77,27,18.027756377319946,10194.888359009516,3433
57258,0,0,79,38,56,46,24.351591323771842,25561.135806231072,5672
62974,0,0,56,46,45,25,23.706539182259394,40424.64011024283,6919
70019,1,0,46,25,58,17,14.422205101855956,12469.37932365152,3264
76935,0,0,62,37,59,21,16.278820596099706,9097.953379003711,1456
27292,1,0,61,14,55,20,8.48528137423857,5411.813569480065,1904
31275,1,0,59,16,72,28,17.69180601295413,12742.75874576232,1919
33208,0,0,73,28,70,22,6.708203932499369,4777.971007600093,975
44081,0,0,57,36,64,22,15.652475842498529,8450.382788262457,1202
53449,0,0,39,19,61,23,22.360679774997898,13299.86345267424,1369
54827,0,0,61,23,67,23,6.0,3284.9262727734995,1116
56023,0,0,68,23,76,39,17.88854381999832,12063.29574799467,1248
57273,0,0,76,39,65,19,22.825424421026653,14408.778867259438,1650
72225,0,0,70,25,69,25,1.0,2522.5329274349447,754
75390,0,0,52,20,39,16,13.601470508735444,9796.863697801758,1916
78488,0,0,55,18,86,44,40.45985664828782,28257.611732784226,3932
31449,1,0,71,28,71,21,7.0,4031.138612481389,897
38552,0,0,63,29,72,27,9.219544457292887,6301.315106043417,988
45013,0,0,74,19,77,23,5.0,3356.388040313285,669
46311,0,0,78,27,72,25,6.324555320336759,3843.870184915512,618
48024,0,0,73,21,75,24,3.605551275463989,3194.610038472937,887
51030,0,0,65,16,68,21,5.830951894845301,2854.56873665061,738
51878,0,0,68,21,72,22,4.123105625617661,2467.6195040823195,608
57296,0,0,76,21,74,30,9.219544457292887,9510.902303530882,1714
60347,0,0,78,38,67,21,20.248456731316587,11753.202221202206,1490
61947,0,0,67,21,59,16,9.433981132056603,6930.787131895197,868
67449,1,0,68,20,68,21,1.0,1309.0520062799376,289
71343,1,0,70,21,76,25,7.211102550927978,4358.664393963028,1118
76946,0,0,60,18,62,16,2.8284271247461903,3835.911566852944,731
77724,0,0,62,16,64,16,2.0,1463.7399711249234,442
82570,0,0,78,22,77,22,1.0,3833.7629264169536,1015
84036,0,1,79,26,75,21,6.4031242374328485,3917.096941690388,761
30811,1,0,55,19,54,20,1.4142135623730951,4403.893086701882,1543
36654,0,0,68,21,69,25,4.123105625617661,12309.668776039618,2009
41487,0,0,75,35,74,19,16.0312195418814,8219.535882953382,972
43381,0,0,67,21,76,21,9.0,5234.51423201424,972
44359,0,0,76,21,76,26,5.0,3465.9288982124663,1151
46537,0,0,72,21,65,16,8.602325267042627,6306.262987048606,907
50985,0,0,77,28,77,24,4.0,3975.57194558458,1015
59702,0,0,56,20,66,21,10.04987562112089,5797.586956655506,960
63667,0,0,74,19,69,22,5.830951894845301,5286.566372491731,1457
69955,1,0,74,22,76,22,2.0,3343.8117045680874,1045
2157,0,1,41,31,46,31,5.0,4560.150190283367,657
2931,0,1,47,32,47,20,12.0,12513.773641784035,1599
4638,0,1,49,19,59,16,10.44030650891055,12835.193618450125,1075
8691,0,1,64,27,43,21,21.840329667841555,11869.023755961593,1744
23178,0,0,31,18,37,22,7.211102550927978,4283.447258871258,769
23997,0,0,37,21,58,25,21.37755832643195,11500.429793973592,1301
27077,1,0,53,22,73,21,20.024984394500787,13836.629534631573,1825
29019,1,0,73,22,62,23,11.045361017187261,5806.227140489232,1104
30210,1,0,61,23,67,21,6.324555320336759,4407.61642483282,782
31058,1,0,67,21,62,20,5.0990195135927845,2509.433788076258,900
32138,1,0,61,21,61,19,2.0,924.029333383633,322
35861,0,0,34,12,62,20,29.120439557122072,17239.51533905411,1633
44643,0,0,39,23,34,20,5.830951894845301,3723.1415582567993,646
45974,0,0,33,20,53,19,20.024984394500787,12141.89238563859,1236
47960,0,0,56,19,62,49,30.59411708155671,19378.646356784702,1603
49640,0,0,61,50,47,31,23.600847442411894,16100.509525477451,1872
51603,0,0,46,33,39,30,7.615773105863909,4419.353099384956,693
53590,0,0,37,16,35,13,3.605551275463989,2709.281841139914,651
54306,0,0,34,13,34,23,10.0,6158.22910807356,1247
55566,0,0,34,23,34,12,11.0,8312.056795129969,896
56568,0,0,33,11,34,17,6.082762530298219,3005.7087485929346,1001
57574,0,0,34,17,41,30,14.7648230602334,11117.973950194022,3006
60666,0,0,40,30,37,13,17.26267650163207,11764.3024143881,1580
62279,0,0,36,13,44,21,11.313708498984761,6016.352707177461,1284
63625,0,0,45,20,44,19,1.4142135623730951,2593.151860575479,812
64484,0,0,44,19,43,17,2.23606797749979,1093.0770757568043,355
64866,1,0,43,17,41,30,13.152946437965905,7001.421968870802,1379
66303,1,0,40,30,33,20,12.206555615733702,9588.353091662162,1537
67885,1,0,33,19,35,13,6.324555320336759,4496.9522430057,1421
70910,1,0,52,20,32,24,20.396078054371138,10902.898778535264,1832
72860,0,0,31,25,36,24,5.0990195135927845,4448.0255191752085,698
74513,0,0,38,22,43,21,5.0990195135927845,2525.587279961063,413
74998,0,0,43,21,49,18,6.708203932499369,5534.5509459613095,1123
77384,0,0,34,20,48,17,14.317821063276353,10681.089460833082,1222
78645,0,0,48,17,32,22,16.76305461424021,11544.341088041469,1601
80304,0,0,32,21,62,20,30.01666203960727,18569.507246209625,2504
82818,0,1,62,20,36,19,26.019223662515376,15198.483827414382,1035
32180,1,0,33,17,34,12,5.0990195135927845,3316.492193458997,1167
36592,0,0,38,22,43,31,10.295630140987,15046.56469247378,2164
50759,0,0,60,14,68,21,10.63014581273465,6679.434069283925,2309
53068,0,0,68,21,67,28,7.0710678118654755,4172.53491542536,886
53975,0,0,67,28,66,18,10.04987562112089,6294.200045750102,1696
56365,0,0,66,20,74,20,8.0,5436.855645800117,1439
60519,0,0,91,46,38,17,60.41522986797286,37057.90671030733,6127
70308,1,0,59,21,57,26,5.385164807134504,4131.6989308703205,1447
72385,0,0,58,24,75,24,17.0,12983.286316779557,3686
76118,0,0,74,25,69,25,5.0,6543.06990989036,1911
78811,0,0,70,30,61,20,13.45362404707371,25966.335779927776,3890
83889,0,1,61,33,58,39,6.708203932499369,14562.512922643393,1741
1234,0,1,60,18,19,34,44.01136216933077,32181.32704954168,3542
33454,0,0,75,21,84,26,10.295630140987,6664.921306913446,782
38272,0,0,71,21,43,21,28.0,22928.04160055638,2352
52173,0,0,65,19,79,28,16.64331697709324,21380.830911304285,3423
55696,0,0,79,27,99,24,20.223748416156685,13373.655278070804,3754
59464,0,0,99,24,97,22,2.8284271247461903,2613.4539545487064,684
60154,0,0,97,23,96,25,2.23606797749979,1359.6642453863185,242
75758,0,0,67,19,67,20,1.0,2781.24823177108,851
78024,0,0,66,19,68,22,3.605551275463989,3524.5642163244397,692
78730,0,0,68,22,65,16,6.708203932499369,5785.929048835327,736
80562,0,0,63,16,74,19,11.40175425099138,8019.993718820065,1022
83849,0,1,83,36,79,28,8.94427190999916,6100.5864359411,542
284,0,1,75,21,69,21,6.0,3892.9002057669713,428
1180,0,1,71,22,78,22,7.0,4477.683312625917,1543
2818,0,1,78,23,77,23,1.0,2908.892075970138,968
35563,0,0,45,26,53,21,9.433981132056603,5210.539405968369,617
37264,0,0,58,23,61,16,7.615773105863909,5966.420470953792,861
39077,0,0,49,18,51,20,2.8284271247461903,7499.992270782594,1316
40426,0,0,52,20,31,16,21.37755832643195,15139.68074918609,1417
41922,0,0,30,17,37,15,7.280109889280518,5101.372785239374,1720
43700,0,0,37,15,37,13,2.0,3208.29616813382,624
44334,0,0,37,13,68,21,32.01562118716424,18412.187355852308,1782
46178,0,0,67,21,62,17,6.4031242374328485,7156.167712807954,1052
52075,0,0,62,29,60,24,5.385164807134504,4568.433853518095,625
52728,0,0,60,24,54,23,6.082762530298219,7301.162984679588,2180
55342,0,0,57,27,74,22,17.72004514666935,12780.86749866675,1582
58016,0,0,74,20,73,21,1.4142135623730951,1665.1925822952396,451
58471,0,0,73,21,73,23,2.0,7576.678214633621,1645
60186,0,0,72,24,61,49,27.313000567495326,18294.92961289703,2102
62384,0,0,60,51,54,42,10.816653826391969,9167.282948154118,2510
68155,1,0,56,39,54,43,4.47213595499958,4038.270488973934,833
69074,1,0,54,43,46,20,24.351591323771842,22860.329834639677,3131
76224,0,0,37,16,41,30,14.560219778561036,9119.49744139976,1074
78961,0,0,32,24,65,16,33.95585369269929,23899.92045627779,1964
82341,0,0,61,19,74,29,16.401219466856727,12562.173510496972,1465
83865,0,1,74,29,77,36,7.615773105863909,11413.399970862383,1568
41168,0,0,56,20,56,37,17.0,28784.600438763013,3253
64875,1,0,63,39,67,24,15.524174696260024,10590.134692390391,2150
2364,0,1,75,21,78,31,10.44030650891055,7434.833568481328,1005
27989,1,0,73,37,69,21,16.492422502470642,11781.301343076726,2658
50683,0,0,80,23,75,23,5.0,3371.45233820487,838
51536,0,0,75,23,78,22,3.1622776601683795,2511.238219618626,671
52941,0,0,76,21,62,23,14.142135623730951,9161.030883945048,3225
69086,1,0,73,36,76,25,11.40175425099138,11128.498704664868,2297
72179,0,0,73,21,80,39,19.313207915827967,13047.1221397979,2221
74414,0,0,81,39,75,37,6.324555320336759,3157.3148632320867,668
75086,0,0,75,37,78,34,4.242640687119285,4235.143733475727,1338
76431,0,0,78,34,75,25,9.486832980505138,6659.13963158322,722
78144,0,0,74,20,81,23,7.615773105863909,3493.300105450898,743
79701,0,0,85,26,75,25,10.04987562112089,7617.958455802031,2531
30683,1,0,57,47,59,50,3.605551275463989,4759.551471856038,1248
38301,0,0,56,41,60,43,4.47213595499958,4378.564855746409,1392
39733,0,0,60,43,57,40,4.242640687119285,3251.9404838301057,720
40493,0,0,57,40,62,42,5.385164807134504,3699.3612990969054,840
41373,0,0,62,42,56,37,7.810249675906654,7352.464679802266,1480
43455,0,0,57,35,55,47,12.165525060596439,15017.004791777694,3320
52997,0,0,57,45,55,47,2.8284271247461903,1432.1966488416526,440
56988,0,0,59,47,60,43,4.123105625617661,4141.724769274876,1320
59028,0,0,56,46,56,35,11.0,14333.989753958076,3823
62891,0,0,55,35,55,43,8.0,5596.79020214847,1160
70176,1,0,56,50,57,44,6.082762530298219,3670.552018429927,800
71175,1,0,56,43,55,50,7.0710678118654755,8215.039516834036,1728
72975,0,0,55,50,59,44,7.211102550927978,3961.822049963027,920
74457,0,0,60,47,56,47,4.0,3348.9211815210247,1000
75497,0,0,55,47,54,43,4.123105625617661,6231.613583982091,1200
76737,0,0,54,43,56,42,2.23606797749979,1424.158058293871,280
77140,0,0,57,41,54,43,3.605551275463989,18955.477867419188,2080
79305,0,0,53,44,66,46,13.152946437965905,32351.45304619495,4880
28274,1,0,35,28,65,17,31.953090617340916,20988.884832900392,2551
30847,1,0,65,18,62,20,3.605551275463989,3208.642189436566,580
31443,1,0,62,20,39,24,23.345235059857504,15594.899629731168,2382
34402,0,0,41,20,43,32,12.165525060596439,9885.8293017672,2972
40332,0,0,38,10,34,21,11.704699910719626,9469.285232999531,1832
42209,0,0,33,21,26,28,9.899494936611665,7236.510940725409,1152
45963,0,0,49,21,75,21,26.0,34679.08224212092,4896
50895,0,0,75,22,78,23,3.1622776601683795,2141.9410399854737,585
51510,0,0,78,23,65,20,13.341664064126334,8330.780991807038,1042
52602,0,0,64,20,64,16,4.0,14494.730075567672,2886
55517,0,0,64,16,64,18,2.0,1677.1293156722534,506
56036,0,0,64,18,34,17,30.01666203960727,16744.71574225423,2043
58080,0,0,34,17,57,24,24.041630560342615,17907.98842033444,2554
60651,0,0,57,24,61,27,5.0,3320.635657365974,718
61390,0,0,61,27,38,27,23.0,12762.217167511888,1355
62765,0,0,38,27,55,21,18.027756377319946,10753.633668009636,1546
68290,1,0,48,21,35,18,13.341664064126334,8616.186165284073,1443
72654,0,0,34,20,33,15,5.0990195135927845,2955.6571777756835,489
73151,0,0,33,15,34,19,4.123105625617661,2574.690619767343,520
73690,0,0,34,19,35,18,1.4142135623730951,1148.852726414351,347
74059,0,0,35,18,78,23,43.289721643826724,26268.802942660004,3555
77659,0,0,78,23,85,26,7.615773105863909,4800.939776038127,870
78643,0,0,85,26,75,36,14.142135623730951,11195.473773294469,1574
80236,0,0,75,36,67,30,10.0,9509.93877467257,2254
891,0,1,66,21,78,29,14.422205101855956,9323.735392469349,731
1638,0,1,79,29,75,31,4.47213595499958,4083.432683152015,716
30525,1,0,87,25,74,19,14.317821063276353,7570.796142066254,2018
32733,0,0,74,19,64,28,13.45362404707371,9483.065233735257,1786
36122,0,0,63,20,71,25,9.433981132056603,6536.10077445013,1496
37626,0,0,71,25,56,22,15.297058540778355,13086.807825600858,1082
38710,0,0,56,22,60,21,4.123105625617661,3615.269913227376,778
39816,0,0,61,23,73,40,20.808652046684813,16944.916083686257,1945
42566,0,0,72,38,70,25,13.152946437965905,9172.977241291692,1136
43711,0,0,70,25,61,19,10.816653826391969,7633.860091824383,1412
49550,0,0,68,21,62,38,18.027756377319946,13916.92684339618,1696
51284,0,0,62,38,62,43,5.0,2343.4380343968805,460
52403,0,0,61,38,61,23,15.0,10784.189606351158,1542
55826,0,0,67,23,70,26,4.242640687119285,3130.680255270453,1052
56891,0,0,70,26,57,34,15.264337522473747,9508.48058441134,1428
58322,0,0,57,34,81,36,24.08318915758459,18615.919907459946,4238
62935,0,0,81,36,69,21,19.209372712298546,12660.55882795544,2512
66223,1,0,67,22,79,38,20.0,11205.193726025169,2307
68672,1,0,79,38,72,36,7.280109889280518,4034.935585869545,573
69248,1,0,72,36,60,23,17.69180601295413,11862.23532820067,987
70667,1,0,61,21,62,46,25.019992006393608,19529.00436736485,3197
79587,0,0,76,23,74,19,4.47213595499958,4284.169335090953,710
80392,0,0,75,19,72,26,7.615773105863909,5087.034338579164,761
81162,0,0,72,26,58,17,16.64331697709324,11714.49931413384,2292
83459,0,1,58,17,35,17,23.0,11891.549320808628,805
84273,0,1,35,18,30,15,5.830951894845301,3013.1648989138184,476
84759,0,1,30,15,29,17,2.23606797749979,2945.676510534788,635
33645,0,0,54,18,74,22,20.396078054371138,14585.010980052475,2723
36821,0,0,74,22,79,23,5.0990195135927845,3220.235277832417,480
37306,0,0,79,23,77,23,2.0,1934.4024074346144,475
37790,0,0,76,23,73,20,4.242640687119285,3250.7685301806914,531
41733,0,0,67,20,24,26,43.41658669218482,26787.67669654436,3346
46501,0,0,34,19,34,19,0.0,5224.4533369205865,1591
50169,0,0,30,12,32,23,11.180339887498949,6069.63294300612,949
53153,0,0,61,23,60,24,1.4142135623730951,2843.3790063784418,799
53963,0,0,60,24,60,23,1.0,2380.862776164696,485
54547,0,0,61,22,72,25,11.40175425099138,6725.263205310655,1441
56018,0,0,72,25,79,22,7.615773105863909,4813.754127584423,961
57009,0,0,79,22,69,25,10.44030650891055,9395.357723445026,1236
63498,0,0,78,30,75,24,6.708203932499369,3770.5873926371146,1352
65670,1,0,75,22,75,35,13.0,10264.345827942358,1435
71684,1,0,79,24,76,27,4.242640687119285,5504.851742625132,1306
74162,0,0,75,23,61,32,16.64331697709324,12690.967631245863,1469
79702,0,0,67,28,80,23,13.92838827718412,7050.562444403575,2310
82893,0,1,88,25,54,24,34.0147027033899,19405.032213514307,1538
14,0,1,51,42,42,28,16.64331697709324,9755.8595543645,1756
1808,0,1,42,28,27,27,15.033296378372908,12499.878846491776,1656
29832,1,0,77,24,69,21,8.54400374531753,4924.038735764384,1292
31168,1,0,68,21,61,20,7.0710678118654755,6386.485114960642,1700
32901,0,0,61,21,68,24,7.615773105863909,15757.86788658563,4196
38187,0,0,66,18,60,40,22.80350850198276,19496.85531828151,3101
43871,0,0,62,36,67,22,14.866068747318506,9585.610623731684,1044
44993,0,0,67,22,72,24,5.385164807134504,2831.441940301408,925
46842,0,0,72,21,89,24,17.26267650163207,8741.372465535802,2291
50161,0,0,112,35,79,24,34.785054261852174,20219.652772498303,2027
55422,0,0,76,24,74,21,3.605551275463989,5214.251503620056,1292
59757,0,0,45,24,12,40,36.6742416417845,25729.16046760236,3035
71631,1,0,53,24,63,23,10.04987562112089,5886.827115178341,982
73014,0,0,62,20,50,19,12.041594578792296,6652.061133441517,1333
75585,0,0,39,13,35,16,5.0,4034.80991851033,1118
76708,0,0,35,16,33,18,2.8284271247461903,3446.7325823638207,807
77544,0,0,33,18,32,24,6.082762530298219,4091.5111810376857,978
78525,0,0,32,24,35,11,13.341664064126334,8538.010866208098,2242
81274,0,0,33,11,26,7,8.06225774829855,5828.557141479798,856
82147,0,0,26,7,35,16,12.727922061357855,7966.008115427299,1807
83969,0,1,35,16,26,32,18.35755975068582,13130.898459535858,1211
1164,0,1,41,23,35,18,7.810249675906654,4980.807281938541,1107
2287,0,1,35,18,28,11,9.899494936611665,7591.700424659877,1671
3973,0,1,28,11,59,23,33.24154027718932,20711.947611481955,1782
5761,0,1,59,23,32,18,27.459060435491963,15970.67671167596,1802
19621,0,1,40,29,31,19,13.45362404707371,12074.886090255628,2836
22472,0,0,31,19,26,32,13.92838827718412,9224.254084942926,904
23440,0,0,26,32,44,26,18.973665961010276,14044.275516129035,1475
31238,1,0,65,17,56,36,21.02379604162864,12438.95881168129,1566
32962,0,0,55,36,62,38,7.280109889280518,4185.227410555396,803
37887,0,0,59,18,61,20,2.8284271247461903,3217.712278166242,589
38484,0,0,61,20,54,20,7.0,5527.17106268418,947
39924,0,0,61,21,29,13,32.984845004941285,23134.49490731056,2111
42081,0,0,29,13,39,23,14.142135623730951,11556.12920489847,1307
43395,0,0,39,23,45,18,7.810249675906654,16243.364332674844,2483
45946,0,0,45,18,12,40,39.66106403010388,29943.23939713611,5082
58533,0,0,62,17,57,26,10.295630140987,7618.52835191476,1155
61280,0,0,44,26,43,21,5.0990195135927845,3722.873957644397,623
61918,0,0,43,21,43,17,4.0,2947.120866409115,535
62468,0,0,43,17,54,22,12.083045973594572,7709.652731860972,1152
63636,0,0,54,22,53,19,3.1622776601683795,2668.9632043847773,541
64190,0,0,53,19,64,26,13.038404810405298,11698.222025089894,1499
66062,1,0,65,26,65,16,10.0,5370.213846135265,782
66859,1,0,65,16,49,19,16.278820596099706,9171.25778012116,1712
68577,1,0,49,19,44,25,7.810249675906654,12298.629504612956,3917
72509,0,0,44,25,64,16,21.93171219946131,12897.965660478563,1035
73559,0,0,64,16,14,45,57.8013840664737,33792.16141295047,2903
76474,0,0,14,45,74,19,65.39113089708727,43317.51975780284,3905
80394,0,0,74,19,78,31,12.649110640673518,7502.563879664172,910
81319,0,0,78,31,63,18,19.849433241279208,11880.744316146574,1450
82784,0,0,63,18,63,15,3.0,1767.6312041498622,392
83191,0,1,63,15,51,20,13.0,8623.79249243403,994
84200,0,1,51,21,22,29,30.083217912982647,18443.04878878951,1832
4308,0,1,55,20,43,31,16.278820596099706,11252.416643266024,1063
5381,0,1,43,31,60,27,17.46424919657298,15995.806074765189,1549
6945,0,1,60,27,44,31,16.492422502470642,13934.020484434976,1508
8453,0,1,44,31,34,20,14.866068747318506,37934.35179969412,3310
11783,0,1,34,20,78,23,44.10215414239989,56293.50366213509,3573
15361,0,1,78,23,62,36,20.615528128088304,13732.692095773553,4383
28868,1,0,56,37,62,36,6.082762530298219,3340.7628682039617,762
29638,1,0,62,36,31,25,32.89376840679705,21130.62039496713,3082
32729,0,0,31,25,59,24,28.0178514522438,17276.33518162843,1757
36594,0,0,37,25,74,19,37.48332962798263,24293.677603936085,2781
39385,0,0,74,19,78,30,11.704699910719626,7543.225319487965,1028
41071,0,0,78,31,77,22,9.055385138137417,6486.049915647968,875
41964,0,0,77,22,59,37,23.430749027719962,23454.791174056427,2599
49923,0,0,43,20,43,19,1.0,21653.43303273956,1916
51849,0,0,43,19,67,22,24.186773244895647,13551.17330571743,1952
53809,0,0,67,22,63,25,5.0,4993.054464925031,962
55605,0,0,60,34,54,20,15.231546211727817,11513.472293019804,1897
57511,0,0,54,20,63,19,9.055385138137417,6649.064494557626,733
58247,0,0,63,19,76,26,14.7648230602334,9815.243588205209,1642
59896,0,0,76,26,75,21,5.0990195135927845,2803.609292610736,723
61110,0,0,76,21,83,26,8.602325267042627,5472.030995271038,775
61894,0,0,83,26,78,37,12.083045973594572,12764.680230245083,1205
65590,1,0,57,38,62,40,5.385164807134504,6943.3454427698125,2408
68004,1,0,62,40,62,39,1.0,4896.5105583468485,1743
69750,1,0,62,39,53,45,10.816653826391969,7117.164643607087,1543
71294,1,0,53,45,43,31,17.204650534085253,14283.710951305731,2682
73980,0,0,43,31,47,32,4.123105625617661,2098.3674526486507,709
74699,0,0,47,32,40,30,7.280109889280518,3531.6085832764747,715
75418,0,0,40,30,47,32,7.280109889280518,4620.097303115864,825
77943,0,0,57,36,75,22,22.80350850198276,14436.732719678635,1630
79592,0,0,75,22,65,18,10.770329614269007,7579.232669463552,1152
81229,0,0,63,18,61,18,2.0,2711.0766054133933,699
81946,0,0,60,18,47,25,14.7648230602334,9110.41931451258,856
83882,0,1,58,25,56,35,10.198039027185569,8116.406075173862,1304
85194,0,1,56,35,55,42,7.0710678118654755,4212.026097804292,668
261,0,1,65,16,58,21,8.602325267042627,5551.8397507890495,647
2393,0,1,75,23,63,16,13.892443989449804,7959.757669037822,2295
4718,0,1,63,16,58,17,5.0990195135927845,15080.978253987763,2322
7085,0,1,58,17,54,43,26.30589287593181,17571.147454090664,1982
23108,0,0,49,18,65,16,16.1245154965971,12847.270801245038,2219
25382,1,0,65,16,69,25,9.848857801796104,9547.829326108906,2165
27574,1,0,69,25,82,39,19.1049731745428,13681.912783137106,2313
29900,1,0,82,39,56,19,32.802438933713454,20017.6050272998,3346
38804,0,0,61,23,73,36,17.69180601295413,10842.643378356895,1282
40094,0,0,73,36,74,19,17.029386365926403,8939.579663328008,1633
41826,0,0,75,19,43,31,34.17601498127012,26374.98875091272,2400
44794,0,0,43,33,62,23,21.470910553583888,13756.422208204422,3571
50522,0,0,78,23,81,21,3.605551275463989,3061.0809309996885,544
51124,0,0,82,22,75,22,7.0,4336.116965912308,842
54352,0,0,74,21,72,41,20.09975124224178,13553.557514276132,1934
56316,0,0,72,41,77,26,15.811388300841896,13788.602050863788,2500
58832,0,0,77,26,72,21,7.0710678118654755,15282.111414063802,2384
61237,0,0,72,21,57,16,15.811388300841896,9389.534695123237,1779
67953,1,0,56,25,55,21,4.123105625617661,3232.759601657743,823
71780,1,0,61,20,43,19,18.027756377319946,10376.920476945535,1196
73004,0,0,43,19,33,18,10.04987562112089,5996.841541006354,932
73945,0,0,33,17,34,26,9.055385138137417,4709.042185958966,1131
76025,0,0,37,21,71,21,34.0,17197.918791200544,1751
77835,0,0,72,22,84,25,12.36931687685298,7793.93505908078,900
80055,0,0,75,22,78,28,6.708203932499369,4622.737057308912,1260
81338,0,0,78,28,97,24,19.4164878389476,15787.550072151722,1837
85235,0,1,69,20,66,19,3.1622776601683795,3975.673158661979,760
16982,0,1,79,31,73,26,7.810249675906654,4983.4409425609765,791
22739,0,0,65,16,74,19,9.486832980505138,7081.756983430224,1242
24089,0,0,74,19,74,19,0.0,3093.270398461144,647
27045,1,0,74,31,76,25,6.324555320336759,6822.633292457585,1149
28217,1,0,76,25,62,20,14.866068747318506,11897.850587807548,1626
38927,0,0,62,20,65,37,17.26267650163207,11332.615973123517,1745
40674,0,0,65,37,74,19,20.12461179749811,19906.79453596091,3934
45772,0,0,53,19,72,23,19.4164878389476,13149.892330098372,2650
48473,0,0,72,23,68,23,4.0,2969.892422298998,706
51166,0,0,74,21,84,41,22.360679774997898,19218.35703673815,2913
54082,0,0,84,41,79,27,14.866068747318506,7336.105033293317,1863
56700,0,0,78,31,74,19,12.649110640673518,7589.867652901821,1534
60125,0,0,69,27,57,17,15.620499351813308,12165.23413477514,1569
68112,1,0,72,21,59,27,14.317821063276353,14827.869974615314,3268
75378,0,0,66,30,78,38,14.422205101855956,10886.2573328391,3566
79237,0,0,78,36,69,23,15.811388300841896,12122.985374187308,1884
81140,0,0,69,23,70,29,6.082762530298219,5470.516849813676,845
83338,0,1,60,34,56,40,7.211102550927978,3719.1976228043777,683
84022,0,1,56,40,75,21,26.870057685088806,17576.754375681732,1695
1140,0,1,69,23,31,30,38.63935817272331,25751.99017990832,1947
10514,0,1,75,22,76,23,1.4142135623730951,12185.495797824937,2232
27549,1,0,39,18,36,24,6.708203932499369,4042.9232828143295,749
28353,1,0,36,25,39,21,5.0,6526.064254869231,965
31130,1,0,45,20,68,44,33.24154027718932,30759.29851526616,3347
34507,0,0,68,44,38,14,42.42640687119285,26400.908749892817,3510
38043,0,0,38,14,70,22,32.984845004941285,18465.557382039824,1474
39543,0,0,70,23,68,21,2.8284271247461903,2557.681902145133,634
48226,0,0,12,40,30,25,23.430749027719962,13717.648437446787,2091
51711,0,0,36,22,65,16,29.614185789921695,18297.89852681733,1426
53155,0,0,65,16,37,22,28.635642126552707,17943.91874921361,1661
65263,1,0,61,27,32,24,29.154759474226502,16357.141158254826,2092
67404,1,0,33,24,36,8,16.278820596099706,13665.429803502848,3311
70735,1,0,36,8,38,17,9.219544457292887,6262.265046830035,1116
73413,0,0,35,17,47,18,12.041594578792296,7610.25839134708,1323
74794,0,0,48,18,53,23,7.0710678118654755,4049.8025151654297,962
77117,0,0,64,37,62,27,10.198039027185569,9131.484489353465,1879
79017,0,0,62,27,78,21,17.08800749063506,11672.033194160596,1178
80488,0,0,78,23,76,37,14.142135623730951,11037.141616035406,1807
83293,0,1,71,25,66,21,6.4031242374328485,3678.095363559669,562
84317,0,1,60,19,71,21,11.180339887498949,6819.620829173646,1278
19365,0,1,37,12,34,21,9.486832980505138,5914.782317998237,671
20043,0,1,34,21,41,30,11.40175425099138,7680.2659701956,1972
23292,0,0,59,18,36,11,24.041630560342615,13951.725046188069,2503
25797,1,0,36,11,34,19,8.246211251235321,7249.695798973097,1619
36221,0,0,39,19,42,33,14.317821063276353,11809.597355449305,1634
37886,0,0,43,33,75,22,33.83784863137726,25944.666422782186,2929
40915,0,0,77,22,58,25,19.235384061671343,28537.75682899997,2640
43600,0,0,58,25,62,20,6.4031242374328485,5125.264534749142,915
44542,0,0,62,19,34,14,28.442925306655784,17510.273634859597,3871
50852,0,0,36,21,39,20,3.1622776601683795,4390.275969218875,921
52450,0,0,37,21,58,18,21.213203435596427,14046.40711981643,1064
53533,0,0,58,18,74,19,16.0312195418814,9838.447015422096,2212
55772,0,0,74,19,71,20,3.1622776601683795,7005.165366830283,933
58152,0,0,40,17,45,39,22.561028345356956,16088.523322451692,3053
61239,0,0,45,39,35,23,18.867962264113206,11474.032157213882,1706
63953,0,0,37,16,33,15,4.123105625617661,6366.685547515325,2111
66080,1,0,33,15,25,28,15.264337522473747,36507.38302497409,5145
73604,0,0,32,27,41,29,9.219544457292887,15317.302982482432,1821
75458,0,0,41,30,34,17,14.7648230602334,9187.696238977329,1227
76738,0,0,34,17,35,31,14.035668847618199,8864.616837139703,1026
79649,0,0,35,22,34,26,4.123105625617661,3838.4283391662143,755
80405,0,0,34,26,34,9,17.0,9659.126739000309,1559
83325,0,1,35,18,42,27,11.40175425099138,8565.38137717886,799
84636,0,1,43,32,45,20,12.165525060596439,8882.9387576621,928
68188,1,0,77,36,92,45,17.4928556845359,15863.94184701552,3677
